;company_name;main_activity;address;company_city;postcode;country;clustered;clustered_unit_ecoinvent;ecoinvent;group;sector;subsector;sector_ecoinvent_delimited;sector_ecoinvent;co2_products;input_1;input_2;input_3;input_1_sector_ecoinvent_delimited;input_2_sector_ecoinvent_delimited;input_3_sector_ecoinvent_delimited;co2_input_1;co2_input_2;co2_input_3;companies_id;products_companies_id;products_id;delimited_products_id;delimited_id;clustered_delimited_id;clustered_id;main_activity_id;categories_id;categories_sector_ecoinvent_delimited_id;sector_ecoinvent_delimited_id;sector_ecoinvent_delimited_sector_ecoinvent_id;sector_ecoinvent_id
11;hoche butter gmbh;wholesaler;im neuen felde 87 | 29525 uelzen;uelzen;29525;germany;edible fat;kg;market activity;construction_public_works;construction_structural_work;demolition_contractors;infrastructure & machinery;infrastructure & machinery chemicals;99.31;design of customised parts;assorted fabrics;polypropylene film;steel_metals;steel_metal_transformation;cars;53.04;11.94;52.5;hoche-butter-gmbh_deu422723-693847001;6d99ec4ec8b0632e3b592b1d1f0db2573225c518;51fd115e98fc4ed5a5bafea0cb024a28df5f648b;51fd115e98fc4ed5a5bafea0cb024a28df5f648b;51fd115e98fc4ed5a5bafea0cb024a28df5f648b;6ab4a78298a10d3e9b7b0f1d48deb43969f0cd03;f807f0137263c45179258c3d8c979690f2930a48;8ca6b68c2345d945b795d58a4adbbddd934ce349;731a6075f2fd589bc5ccfb6ed4bebcb0986553f9;8f18023110c9454b9de693fb0f23c30a11fea611;fff49bd7f46c38c28dc6cbdcddf38daa3688823a;aef4b84b18f1af79d65b6bd407d9483f8b80adc2;980e30db0bf334829bbe233302fcea35b2b89da7
12;vicquelin espaces verts;missing;750 rue du lion | 27210 beuzeville;beuzeville;27210;france;landscaping services;m3;not_mapped;metallurgy_metalworking;steel_metal_transformation;shot_blasting_steels_and_metals;infrastructure & machinery;infrastructure & machinery fuels heat;4.44;uniforms;machinery for river work;selecting vegetables system;steel_metal_transformation;cars;frozen_food;2.56;32.52;32.37;vicquelin-espaces-verts_fra697272-00101;e9dc85ad26800b07fa2653ba63dda456bdc68b15;1d5949ab72dfd0637f34c705c065f22070d340dd;9907218e568f6f39e2e5f18d09ee2a2f63c52c7e;858935854faedd3e30323ac1ab3e7e4f9f83901d;b22127f878d6f1bccca6cd57160cbab2e51a8134;858935854faedd3e30323ac1ab3e7e4f9f83901d;5a013c49508291c6816ac388f93a2c11973086ed;d86edc3879285e9bcb8be9950e823244f5504611;db9efc187c9d627229ac63097c55d261e5df6b83;fff49bd7f46c38c28dc6cbdcddf38daa3688823a;30bb54c904312367fe5c60b7c4910a3d87e7366a;56df1a55797a2c3b4cf3de07ac5c015a6616dc2d
13;vicquelin espaces verts;missing;750 rue du lion | 27210 beuzeville;beuzeville;27210;france;gardening services;kg;not_mapped;construction_public_works;public_works;civil_engineering_contractors;infrastructure & machinery;infrastructure & machinery fuels;88.54;metal trade;equine feed;film capacitors;steel_metals;steel_metals;steel_metal_transformation;36.65;-1.99;24.31;vicquelin-espaces-verts_fra697272-00101;e9dc85ad26800b07fa2653ba63dda456bdc68b15;1d5949ab72dfd0637f34c705c065f22070d340dd;abe7516f5d2c9e0eadda2801313146436df01c48;c431714a185dafc5430f48ffb5dbbfd8992a6529;14a0c8c5a3ce66fdee8d39fc9f65b8dfbe54b971;c431714a185dafc5430f48ffb5dbbfd8992a6529;5a013c49508291c6816ac388f93a2c11973086ed;61f8162b250165397c0f645f8f2cd0a7d00b075d;2b78a164ceefbee0686ada9298dbfaff23486fa9;fff49bd7f46c38c28dc6cbdcddf38daa3688823a;a5de22ddd2299135d518accf37673eae0f217ad5;0c0ea7be108e30647b9c3a64f13cb76977d6bf0a
14;vicquelin espaces verts;missing;750 rue du lion | 27210 beuzeville;beuzeville;27210;france;open space amenities;kg;not_mapped;construction_public_works;windows;NA;infrastructure & machinery;infrastructure & machinery waste treatment & recycling;88.98;wholesale of parquet;telescopic forklifts for conveying equipment;menu holders;steel_metals;steel_metal_transformation;frozen_food;45.5;54.34;6.58;vicquelin-espaces-verts_fra697272-00101;6a2e2f6c56f7a7e9dc7bb5385f1b9785f2f6fc86;707938a8d64b3ee8f879b2fb3c032c6ab4547dad;707938a8d64b3ee8f879b2fb3c032c6ab4547dad;707938a8d64b3ee8f879b2fb3c032c6ab4547dad;1394a26a921ab5bd5dd19ed324910425f18ef46d;707938a8d64b3ee8f879b2fb3c032c6ab4547dad;5a013c49508291c6816ac388f93a2c11973086ed;86dc7bc9ee6a02f44f9b9b91909b95e0a26b5112;d1b5ffe573f3e3ccbbbcb9a0fec9c67e9adf0a7f;fff49bd7f46c38c28dc6cbdcddf38daa3688823a;cab406f0a14fc8f574ab526ad1e5d672b6a8ac6a;de60bb4bf7f4c07489af068e0ee566826afb3a5c
15;bst procontrol gmbh;manufacturer/ producer;industriestrasse 1 | 57482 wenden;wenden;57482;germany;vehicles, telematics;m3;ordinary transforming activity;metallurgy_metalworking;steel_metal_transformation;varnishing_steels_and_metals;metals;metals waste treatment & recycling;63.21;padlocks;parquet floors;fishing jacket;steel_metal_transformation;cars;cars;15.34;29.97;42.84;bst-procontrol-gmbh_00000005104947-001;319de3c7271fdd06cc5cd91fdb6aee2f1f87ee1b;c7315bfadb301030545e2e46f06480b39d2b1429;ef24a6aa79b876819935712cd710e216a2ac2e46;e200ad4cccfaecd44be644b0e693f20f55daa3a3;11592b683a9a01f402f9f69a84f9c4916aac1f66;e200ad4cccfaecd44be644b0e693f20f55daa3a3;fd62c01c0168c1f02250969af71e56bf0ea681f5;709152bdf8c858750aba80267cfcd8073bab4d4d;0d9ef58e9696104bfd94b1a5e3af7b330d48be84;059cd1abf26b7bc46af1550003fa691c12a200a1;c581b671ded6d0dbe23313cba8f4e0a0ea434487;09e1a00d2d33ebd2a11900075f8b8ad562045a72
16;bst procontrol gmbh;manufacturer/ producer;industriestrasse 1 | 57482 wenden;wenden;57482;germany;measurement equipment, pressure;kg;ordinary transforming activity;glass_construction_materials;construction_materials;cements_special;cement & concrete;metals cement & concrete;38.64;calves;splitter mirrors;patio paving stones;cars;steel_metal_transformation;cars;39.07;-3.78;91.29;bst-procontrol-gmbh_00000005104947-001;9b13b9dba2d98518ce58dec5fe6a2a5e4e8489a3;c345ec0e08b949740286f740fa6b5e96050345bf;d33f2d5b3a938cc424d4551df84b9bd218ed69b4;82b390de4132e72217fc273a57cee5cbc5ad4e9c;27d5f6a6978b3d7c9fd283434b9235549e17a564;82b390de4132e72217fc273a57cee5cbc5ad4e9c;fd62c01c0168c1f02250969af71e56bf0ea681f5;e0c80af288212164aab518368d3d01061c6d7760;77d4b71a451e41c97e6c2de78b21abcbb96bd959;28b25f844091368fd45f95b465f66716aef7c501;3083dc6c574a87c04381b695ddb1f4b2ce38798e;e6d6b596e83b5a4cefb6a12d4822e0f270943b7b
17;bst procontrol gmbh;manufacturer/ producer;industriestrasse 1 | 57482 wenden;wenden;57482;germany;measurement instruments, pressure;kg;ordinary transforming activity;metallurgy_metalworking;steel_metals;bells_casting;infrastructure & machinery;infrastructure & machinery transport;87.83;fountains, park;vehicle chassis;large dimension machining;cars;frozen_food;cars;10.65;85.63;38.76;bst-procontrol-gmbh_00000005104947-001;9b13b9dba2d98518ce58dec5fe6a2a5e4e8489a3;c345ec0e08b949740286f740fa6b5e96050345bf;f30305070d69c75339321c028b9d7037b7bfdc4a;ca65e6d8848ac08f1b71e130e337ec991e8b5c18;07a94da8ee7774ad0692d0626da673a1128086dc;ca65e6d8848ac08f1b71e130e337ec991e8b5c18;fd62c01c0168c1f02250969af71e56bf0ea681f5;6e06824e10005f53e6c19bc27c520a4572783a5f;ae86a5c12c2a22b4aece62cef4e6afd82b3c1f14;fff49bd7f46c38c28dc6cbdcddf38daa3688823a;2ac3ff73ef549bf80f2356c288f6f7170e5fc628;7ed0855a906be706ebf375a90c47f080611dee83
18;bst procontrol gmbh;manufacturer/ producer;industriestrasse 1 | 57482 wenden;wenden;57482;germany;regulation equipment, pressure;m3;ordinary transforming activity;food_related_products;food_processing;foods_health;agriculture & animal husbandry;resource extraction minerals agriculture & animal husbandry;37.7;corking machine;chargers;meat import export;frozen_food;cars;steel_metal_transformation;93.59;14.37;14.52;bst-procontrol-gmbh_00000005104947-001;9b13b9dba2d98518ce58dec5fe6a2a5e4e8489a3;c345ec0e08b949740286f740fa6b5e96050345bf;8521d447c28a3aa048b93f7d8f251d4edc568970;67a9f2d3c248f38d013b2960d4eaff4ff1e1c8d5;91dcc2bfece648d14751dee9d89b831d2c39f1f6;67a9f2d3c248f38d013b2960d4eaff4ff1e1c8d5;fd62c01c0168c1f02250969af71e56bf0ea681f5;8a43d61ad11686b2240dc8cce88594edfdf6a295;087a23e1f2fbf1340f2073f488a7f0fe6f637c2a;6cab14408b4e9298a6255076bc425621d67ffbb6;c1561082c1139ed474aa1476a2c169f1d8ba3bdf;275118c9b7bcb1c6f79a8d414d3521369df3805a
19;bst procontrol gmbh;manufacturer/ producer;industriestrasse 1 | 57482 wenden;wenden;57482;germany;regulation instruments, pressure;kg;ordinary transforming activity;metallurgy_metalworking;steel_metal_transformation;extrusion_steel_and_metals;infrastructure & machinery;infrastructure & machinery wood;99.75;einkorn wheat in big-bag;niobium;preserving equipment;steel_metal_transformation;steel_metal_transformation;steel_metals;44.52;62.08;25;bst-procontrol-gmbh_00000005104947-001;9b13b9dba2d98518ce58dec5fe6a2a5e4e8489a3;c345ec0e08b949740286f740fa6b5e96050345bf;f2e94f291d3f0e161864ae0e53c3143dbb7fdebc;4d2a76a4cd71a70fccbd41eee995212f7beca96a;29ab8921dc5f97d01e12e4b9a1d72781b16dcdd3;4d2a76a4cd71a70fccbd41eee995212f7beca96a;fd62c01c0168c1f02250969af71e56bf0ea681f5;ee1aabf520b1afaf4b4fe23f38b25f764cdd9eb9;f7d10ad46c910f5689fb2bd62c6e18b4280128f0;fff49bd7f46c38c28dc6cbdcddf38daa3688823a;bf609eb0910fdba12d232d264fbb970d73bafe85;e6f6dab6bad15989004faba886c565d7be08e686
20;bst procontrol gmbh;manufacturer/ producer;industriestrasse 1 | 57482 wenden;wenden;57482;germany;measurement equipment, output flow;kg;ordinary transforming activity;glass_construction_materials;glass;packaging_glass;minerals;infrastructure & machinery minerals;39.82;gas tungsten arc welding;flow simulation;olive oil;cars;steel_metal_transformation;steel_metals;40.04;35.62;25.13;bst-procontrol-gmbh_00000005104947-001;62b8d1bf27ebd0a8c5ecaf528d439dfffe194414;bd600a45c4a0baec579dfa3fd28f5dc8ab0929e2;c0310f1bdf3ad9847bc51771ad39378cd0a8026f;fe21e9fa9c5b7ec2e2a5da15ec8d183caf04dcf0;6700c93d28d4f6c29ada659195647e9c25db5a1e;fe21e9fa9c5b7ec2e2a5da15ec8d183caf04dcf0;fd62c01c0168c1f02250969af71e56bf0ea681f5;a446ee87689062fd2435c1317e37167931a37f4d;814f0ff5ae7e3fee7f8b372b501985d94da45cb1;b4d19a5eafe6de34ff8436e939e2f2b78171d1ab;d5a1c7a326289644832f69a9ab1a4056e6e5bb3e;bcd9fd9fc1d4d1722145b24e07b738e6e53c1715
21;bst procontrol gmbh;manufacturer/ producer;industriestrasse 1 | 57482 wenden;wenden;57482;germany;measurement instruments, output flow;m3;ordinary transforming activity;mechanical_engineering_industry_equipment;food_industry_machines_equipment;cheese_making_machinery;infrastructure & machinery;infrastructure & machinery transport;38.75;household brushes;artificial fibre net;bamboo furnishings;steel_metal_transformation;cars;cars;25.08;29.62;-4.09;bst-procontrol-gmbh_00000005104947-001;62b8d1bf27ebd0a8c5ecaf528d439dfffe194414;bd600a45c4a0baec579dfa3fd28f5dc8ab0929e2;39f3b93fd27c628ca4f708f26968823d56b4d083;829d6489e8fa8e1843172156e3a4aa5d24dd8126;b653e1e6f196fd02a9c9bcc0c87a2610226badcf;829d6489e8fa8e1843172156e3a4aa5d24dd8126;fd62c01c0168c1f02250969af71e56bf0ea681f5;62f7b91934bea48531ae124ce62df8e4fe7e83b7;d49be8afa0be6e7669328d084669655044a6bdbc;fff49bd7f46c38c28dc6cbdcddf38daa3688823a;2ac3ff73ef549bf80f2356c288f6f7170e5fc628;7ed0855a906be706ebf375a90c47f080611dee83
22;bst procontrol gmbh;manufacturer/ producer;industriestrasse 1 | 57482 wenden;wenden;57482;germany;regulation equipment, output flow;kg;ordinary transforming activity;energy_raw_materials;energy;oil_drilling_and_extraction;fuels;transport fuels;36.83;electromagnetic field measurements;cleaning products, mirrors;leather crossbody bag;steel_metals;cars;steel_metal_transformation;26.69;93.44;50.14;bst-procontrol-gmbh_00000005104947-001;62b8d1bf27ebd0a8c5ecaf528d439dfffe194414;bd600a45c4a0baec579dfa3fd28f5dc8ab0929e2;daea232e3409741ba63e8d2c9da44eb47163061c;63087df89e65258a7bf9015a1772b9377d26984f;9897b8bd8475b4c243333c8dfd82d6169e66a70f;63087df89e65258a7bf9015a1772b9377d26984f;fd62c01c0168c1f02250969af71e56bf0ea681f5;cdfc70ca6c21cf64249639a25d154bc607816282;546510b0b988b6ad1b66fb23d6535189b8ad41a9;7427777a09bebc7de3415910114643c3e6cc0740;9f63fde3b4380598727f88d78768d390e2782e1d;9ae477638aa5d426be4e738c94e54f3ab6ab08be
23;bst procontrol gmbh;manufacturer/ producer;industriestrasse 1 | 57482 wenden;wenden;57482;germany;regulation instruments, output flow;kg;ordinary transforming activity;construction_public_works;partitions;NA;infrastructure & machinery;infrastructure & machinery cement & concrete;39.05;exporters of used shoes clothing;foam adhesive tapes;household spits;steel_metal_transformation;steel_metal_transformation;steel_metal_transformation;53.77;14;75.11;bst-procontrol-gmbh_00000005104947-001;62b8d1bf27ebd0a8c5ecaf528d439dfffe194414;bd600a45c4a0baec579dfa3fd28f5dc8ab0929e2;5adb35244d58ec9cbe4b9b5576729681240b3c30;963a9c4f04bf4700c4ccab4bf443f8b844fdbe37;3ce753d301b667e4c8a5de426130e4f7d15530e4;963a9c4f04bf4700c4ccab4bf443f8b844fdbe37;fd62c01c0168c1f02250969af71e56bf0ea681f5;a18c3f4edf88f736d64d2a9824c14af1370b2349;96b3eed0864f4a87fc5f164bbd01acfbe5c234b8;fff49bd7f46c38c28dc6cbdcddf38daa3688823a;eb67478ae1b72436ea3c12e066450d6dce359d3e;9c1c9321bdbcf839f433f35990df76789e0f7f53
24;bst procontrol gmbh;manufacturer/ producer;industriestrasse 1 | 57482 wenden;wenden;57482;germany;measurement equipment, temperature;m3;ordinary transforming activity;business_services;environment;chemical_waste_collection_and_recycling;waste treatment & recycling;electronics waste treatment & recycling;70.23;welded structures;silviculture equipment;bending presses;steel_metal_transformation;steel_metals;cars;29.62;80.78;67.72;bst-procontrol-gmbh_00000005104947-001;d2a29c315b80a81779889d7573c1e2bc906940de;726ad9b5f14f2afeea52a1578730f47ab0452df6;d7760d8197acecfce9b92f52ff2250ce5191ea93;130ce751990d1ca5f35025583f871239b1856908;b09b44e468d7849adc5046cd4aeb29c85241a6e6;130ce751990d1ca5f35025583f871239b1856908;fd62c01c0168c1f02250969af71e56bf0ea681f5;f85a6dcb22230fa342b812a6f8dd1a8194e8343d;8385fe68e6b641fd3bf6701fd98d45723cec4109;afbef46281872c71ee270bfb66e27e611955aa59;4969df5cb668fc8e5d3c3374cedf6d9c4ec1ca2c;18b06fafe1c1db0eb128ee0faa7fb4a65ae6a5fe
25;bst procontrol gmbh;manufacturer/ producer;industriestrasse 1 | 57482 wenden;wenden;57482;germany;temperature measurement instrument;kg;ordinary transforming activity;vehicles_transport_equipment;aeronautical_equipment_manufacturers;NA;infrastructure & machinery;infrastructure & machinery cement & concrete;96.32;food protection;fitting out opticians' shops;pastry production system;steel_metal_transformation;steel_metals;frozen_food;46.76;0.41;13.64;bst-procontrol-gmbh_00000005104947-001;d2a29c315b80a81779889d7573c1e2bc906940de;726ad9b5f14f2afeea52a1578730f47ab0452df6;f3a8a5e4dddb3e608d2961ad8e289c66e53fa5aa;d923cb15ae5605fb80d62781b1cad17f734d5630;568b4c84cdc7f5340f6f768db8e363bf5e2e7b34;e720d9ffd32c1a3b22e24aa7c0ec42f766d7d099;fd62c01c0168c1f02250969af71e56bf0ea681f5;66ce2b5a14f5175b55e743cfa63f48d4612e2db3;c71abd3893701ea73ff42951465bcefad6cb3900;fff49bd7f46c38c28dc6cbdcddf38daa3688823a;eb67478ae1b72436ea3c12e066450d6dce359d3e;9c1c9321bdbcf839f433f35990df76789e0f7f53
